name,url,influencedByCount,influencedCount
The Lemon Twigs,https://www.allmusic.com/artist/the-lemon-twigs-mn0003539906,9,0
The Maine,https://www.allmusic.com/artist/the-maine-mn0000667657,9,0
The Milk Carton Kids,https://www.allmusic.com/artist/the-milk-carton-kids-mn0002832941,3,0
The Pretty Reckless,https://www.allmusic.com/artist/the-pretty-reckless-mn0001630569,7,0
The Shilohs,https://www.allmusic.com/artist/the-shilohs-mn0002892516,4,0
Tom Wardle,https://www.allmusic.com/artist/tom-wardle-mn0002690610,9,0
Train,https://www.allmusic.com/artist/train-mn0000746302,29,11
Trent Dabbs,https://www.allmusic.com/artist/trent-dabbs-mn0000810208,6,0
Trevor James Tillery,https://www.allmusic.com/artist/trevor-james-tillery-mn0003501658,9,0
Viola Beach,https://www.allmusic.com/artist/viola-beach-mn0003472410,4,0
Violet Days,https://www.allmusic.com/artist/violet-days-mn0003457364,9,0
Yungblud,https://www.allmusic.com/artist/yungblud-mn0003637248,5,0
Zedd,https://www.allmusic.com/artist/zedd-mn0002782403,13,10
Zuzu,https://www.allmusic.com/artist/zuzu-mn0001508600,8,0
